0.0,M,1.0,33,72000.0,22.0,16,2,15.365,0,3,0.0,0.0,0.0
1.0,O,0.0,40,57000.0,7.0,7,1,13.49,0,1,0.0,0.0,0.0
1.0,O,4.0,40,57000.0,18.0,7,2,12.71,1,3,3.0,0.0,66.0
1.0,F,0.0,59,90000.0,0.0,29,3,26.900000000000002,0,0,0.0,0.0,0.0
1.0,F,0.0,24,60000.0,7.0,21,1,16.27,0,0,0.0,0.0,0.0
1.0,F,5.0,26,73000.0,12.0,14,8,0.0,1,2,0.0,0.0,-12.0
1.0,F,0.0,19,65000.0,7.0,24,8,0.0,1,1,0.0,0.0,0.0
1.0,F,3.0,55,74000.0,24.0,3,5,23.686,1,1,5.0,0.0,24.0
1.0,M,0.0,54,99000.0,7.0,29,6,26.548333333333332,1,1,5.0,0.0,24.0
0.0,M,6.0,54,91000.0,27.0,24,3,28.16,1,2,5.0,0.0,108.0
0.0,F,2.0,58,119000.0,23.0,8,12,25.60833333333333,0,1,0.0,0.0,0.0
1.0,F,2.0,58,119000.0,9.0,8,13,25.28076923076923,0,2,0.0,0.0,0.0
1.0,M,1.0,26,61000.0,8.0,44,1,2.32,0,0,0.0,0.0,0.0
1.0,M,0.0,26,61000.0,21.0,44,9,3.224444444444445,1,1,2.0,0.0,42.0
1.0,F,3.0,62,81000.0,10.0,26,2,13.870000000000001,0,0,0.0,0.0,0.0
1.0,M,0.0,61,66000.0,0.0,6,0,0.0,0,0,0.0,0.0,0.0
0.0,M,3.0,61,66000.0,24.0,6,8,12.36375,1,2,2.0,0.0,234.0
0.0,M,1.0,55,83000.0,8.0,33,0,0.0,0,1,0.0,0.0,0.0
1.0,M,0.0,55,83000.0,14.0,33,5,28.05,1,3,10.0,0.0,84.0
1.0,M,0.0,72,102000.0,0.0,16,0,0.0,0,0,0.0,0.0,0.0
1.0,M,3.0,72,102000.0,24.0,16,3,27.849999999999998,1,3,3.0,0.0,150.0
1.0,M,3.0,62,80000.0,24.0,24,6,0.0,1,1,0.0,0.0,6.0
0.0,F,0.0,68,76000.0,7.0,2,3,13.883333333333335,0,0,0.0,0.0,0.0
1.0,M,3.0,94,50000.0,17.0,45,5,0.0,1,1,0.0,0.0,6.0
0.0,M,5.0,94,50000.0,26.0,45,7,0.0,3,3,7.0,0.0,46.0
1.0,M,3.0,44,72000.0,17.0,31,2,20.509999999999998,1,1,10.0,0.0,18.0
1.0,M,0.0,44,72000.0,0.0,31,3,18.439999999999998,2,2,13.0,0.0,48.0
1.0,M,3.0,44,72000.0,24.0,31,4,18.79,3,3,15.0,0.0,36.0
0.0,M,1.0,59,77000.0,1.0,10,0,0.0,0,0,0.0,0.0,0.0
0.0,O,0.0,52,80000.0,14.0,29,2,23.525,1,1,5.0,0.0,54.0
1.0,O,2.0,52,80000.0,23.0,29,4,24.3525,1,2,5.0,0.0,54.0
0.0,F,4.0,58,102000.0,18.0,2,3,28.97,0,0,0.0,0.0,0.0
0.0,M,0.0,33,42000.0,0.0,8,0,0.0,0,0,0.0,0.0,0.0
0.0,M,6.0,33,42000.0,27.0,8,2,3.4899999999999998,0,2,0.0,0.0,0.0
0.0,M,1.0,28,35000.0,22.0,10,2,0.0,1,2,0.0,0.0,12.0
1.0,M,0.0,47,86000.0,0.0,18,0,0.0,0,0,0.0,0.0,0.0
1.0,M,3.0,47,86000.0,24.0,18,9,0.0,3,3,12.0,0.0,14.0
0.0,F,3.0,22,49000.0,17.0,21,5,10.128,0,1,0.0,0.0,0.0
1.0,F,0.0,22,49000.0,14.0,21,10,9.478,0,2,0.0,0.0,0.0
0.0,M,5.0,34,38000.0,26.0,3,7,3.6271428571428572,0,3,0.0,0.0,0.0
1.0,M,4.0,53,73000.0,18.0,3,2,15.495000000000001,0,0,0.0,0.0,0.0
1.0,M,0.0,53,73000.0,21.0,3,3,21.423333333333336,1,1,2.0,0.0,126.0
0.0,M,5.0,53,40000.0,5.0,7,0,0.0,0,0,0.0,0.0,0.0
1.0,F,0.0,58,115000.0,21.0,8,6,28.426666666666666,2,2,10.0,0.0,15.0
1.0,M,0.0,22,32000.0,0.0,32,0,0.0,0,0,0.0,0.0,0.0
1.0,M,6.0,71,75000.0,27.0,20,6,22.91333333333333,2,2,15.0,0.0,39.0
0.0,M,1.0,45,88000.0,1.0,7,0,0.0,0,0,0.0,0.0,0.0
0.0,M,0.0,45,88000.0,14.0,7,2,0.0,1,2,0.0,0.0,-60.0
1.0,F,3.0,82,33000.0,17.0,44,13,3.678461538461538,0,1,0.0,0.0,0.0
0.0,M,0.0,40,65000.0,7.0,22,0,0.0,0,0,0.0,0.0,0.0
1.0,M,0.0,40,65000.0,21.0,22,0,0.0,0,2,0.0,0.0,0.0
1.0,M,4.0,35,70000.0,11.0,6,0,0.0,0,1,0.0,0.0,0.0
1.0,M,0.0,73,45000.0,21.0,28,10,0.0,2,2,0.0,0.0,-30.0
0.0,M,3.0,73,45000.0,24.0,28,12,0.0,3,3,5.0,0.0,-8.0
