0.0,M,5.0,33,72000.0,19.0,16,1,22.16,0,2,0.0,0.0,0.0
1.0,O,0.0,40,57000.0,21.0,7,3,15.823333333333332,2,4,8.0,0.0,105.0
1.0,F,3.0,59,90000.0,17.0,29,4,24.5825,1,1,2.0,0.0,42.0
1.0,F,0.0,24,60000.0,14.0,21,5,12.572,1,1,3.0,0.0,54.0
1.0,F,3.0,24,60000.0,24.0,21,11,0.0,3,3,8.0,0.0,34.0
1.0,F,0.0,55,74000.0,21.0,3,4,22.6275,0,0,0.0,0.0,0.0
1.0,M,3.0,54,99000.0,17.0,29,5,27.294,0,0,0.0,0.0,0.0
0.0,M,2.0,56,47000.0,2.0,8,2,4.855,0,0,0.0,0.0,0.0
1.0,M,1.0,54,91000.0,1.0,24,0,0.0,0,0,0.0,0.0,0.0
0.0,F,1.0,58,119000.0,1.0,8,0,0.0,0,0,0.0,0.0,0.0
1.0,F,0.0,28,68000.0,14.0,11,3,19.906666666666666,0,1,0.0,0.0,0.0
0.0,M,0.0,71,41000.0,0.0,10,0,0.0,0,0,0.0,0.0,0.0
0.0,M,0.0,71,41000.0,14.0,10,2,0.805,0,1,0.0,0.0,0.0
0.0,M,0.0,71,41000.0,21.0,10,2,0.805,0,2,0.0,0.0,0.0
0.0,M,0.0,24,42000.0,0.0,11,0,0.0,0,0,0.0,0.0,0.0
0.0,M,3.0,24,42000.0,17.0,11,5,2.216,0,1,0.0,0.0,0.0
0.0,M,2.0,24,42000.0,23.0,11,7,2.311428571428572,0,2,0.0,0.0,0.0
1.0,F,3.0,62,81000.0,17.0,26,9,21.194444444444443,1,1,5.0,0.0,48.0
1.0,F,0.0,62,81000.0,0.0,26,10,21.807,2,2,10.0,0.0,24.0
0.0,M,0.0,61,66000.0,7.0,6,3,3.3766666666666665,1,1,2.0,0.0,234.0
0.0,F,3.0,88,54000.0,17.0,34,7,16.169999999999998,0,1,0.0,0.0,0.0
1.0,F,0.0,88,54000.0,21.0,34,8,14.893749999999999,0,2,0.0,0.0,0.0
